t,psFlux,psFluxErr,psMag,psMagErr
392,4.1659416664340016e-05,9.799516288942004e-07,19.850782661159293,0.025539699006704556
395,4.254789721093273e-05,9.665684851370708e-07,19.827870368825003,0.024664871062579405
398,3.986208502210038e-05,9.34938813980923e-07,19.89866559448003,0.025465223884047282
401,3.968931101818186e-05,9.213044982494847e-07,19.903381722557715,0.025203099365916158
404,4.057022928265099e-05,9.250587756238116e-07,19.87954696696591,0.024756325561450472
407,4.14439305114164e-05,9.133165172505859e-07,19.856413280145407,0.023926804165193882
410,3.897732996353512e-05,9.296434740942738e-07,19.923035408200164,0.025895759875947503
413,3.9729013913867913e-05,9.21950441539925e-07,19.902296157610127,0.025195565526564198
416,4.0571080871264846e-05,9.413825407366452e-07,19.879524177080267,0.02519265163893834
419,4.1911513558133234e-05,9.41156854853085e-07,19.84423226010003,0.024381082545561972
422,4.0719772765243527e-05,9.427243071489952e-07,19.875552257842855,0.02513643475561929
425,4.081072679217959e-05,9.305761804311536e-07,19.873129799461864,0.024757222666596777
428,4.184796291853647e-05,9.347070258745009e-07,19.84587981680378,0.024250768449811822
431,4.0533248981472524e-05,9.169398471549093e-07,19.880537081212406,0.024561435726421336
434,3.9561799982546965e-05,9.195549833480875e-07,19.906875515025998,0.025236317309304118
437,3.902159214992098e-05,9.073440105222047e-07,19.921803158776267,0.025245926373519172
440,3.868571226398855e-05,8.960644994068244e-07,19.93118912902597,0.025148552575832872
443,4.020339426769679e-05,9.222060039001394e-07,19.889408819825945,0.024905171936793778
446,3.923628844518974e-05,9.214151318688169e-07,19.91584582581891,0.025497156023803483
449,3.994298522771932e-05,9.206528125397859e-07,19.89646432300628,0.025025322591391085
452,4.101085963835337e-05,9.317202386432956e-07,19.867818440450957,0.024666695717220702
455,3.991245774070869e-05,9.287986768964403e-07,19.897294442989846,0.025266054949288807
458,4.081167123358616e-05,9.499433684916831e-07,19.87310467365686,0.025271886116551078
461,4.115743964826809e-05,9.412834125787185e-07,19.863944747217477,0.02483112381889877
464,4.1293589343291615e-05,9.334299523491351e-07,19.86035903605488,0.02454276099483112
467,3.909934029374188e-05,9.287292693811112e-07,19.919642047795417,0.025789565363767336
760,2.8575036959695016e-05,6.730871204678248e-07,20.260098620293615,0.025574597040035247
763,2.9981624669060707e-05,6.704004274401389e-07,20.207927714636483,0.024277470743879065
766,2.911924642875529e-05,6.707286667834092e-07,20.23961529286963,0.025008696529205728
769,2.8769117550051295e-05,6.795221581948676e-07,20.252749270391046,0.025644923164709073
772,2.950345627927346e-05,6.773590773103614e-07,20.225383382752874,0.02492702098682828
775,3.100326218728253e-05,6.886746793854682e-07,20.171547139680634,0.024117430875248747
778,2.894643402240077e-05,6.760203887583928e-07,20.246077948218844,0.025356484693819202
781,2.9051088076892358e-05,6.839446087488485e-07,20.242159614636684,0.02556129470270753
784,2.9505516168822138e-05,6.832260638741905e-07,20.22530758083432,0.025141172563740703
787,2.9861231095688007e-05,6.631917456269958e-07,20.21229635099637,0.02411324860038839
790,2.790149189610437e-05,6.522452569117522e-07,20.285997058101536,0.025380947099453547
793,2.8614548502643117e-05,6.508764816118039e-07,20.25859837792734,0.02469653368272606
796,2.8352858689789032e-05,6.380399210455232e-07,20.268573488847423,0.024432916974598637
799,2.8182279134988875e-05,6.397550675377529e-07,20.27512534199861,0.02464687954001754
802,2.7274917270457202e-05,6.329752935550812e-07,20.310657017352035,0.025196930429356227
805,2.7946535485296617e-05,6.339731796840638e-07,20.28424568142896,0.024630159770278708
808,2.8087673507458284e-05,6.442377995584378e-07,20.278776201718365,0.024903176949439113
811,2.8360798142904598e-05,6.410427212220465e-07,20.26826950027637,0.02454103328546756
814,2.773307486875736e-05,6.328572246470736e-07,20.292570562068114,0.02477604825623378
817,2.7777763644017363e-05,6.374951897993018e-07,20.290822426639863,0.02491747056366539
820,2.7093909867242946e-05,6.497461174759765e-07,20.31788641800101,0.02603732304054065
823,2.8925479067579072e-05,6.562806211311598e-07,20.246864220968387,0.02463390940487162
826,2.955737561726852e-05,6.823670793643737e-07,20.22340094560181,0.025065508270907522
829,2.853276447519025e-05,6.898965795134949e-07,20.261705993511335,0.026252124800872544
832,3.0483551693785924e-05,7.025976416479222e-07,20.189901707152814,0.025024501888024138
835,2.9800903001031154e-05,6.815412162934957e-07,20.21449206255943,0.024830588977090232
838,2.982440462202465e-05,6.886040383067758e-07,20.213636165521017,0.025068139485346284
841,2.895929465088014e-05,7.064493702432372e-07,20.2455956729585,0.026486061464841358
844,2.9797960735629797e-05,6.977404783579269e-07,20.214599263397588,0.025423286700711388
847,2.9752272289820712e-05,7.00583696191926e-07,20.2162652723103,0.0255660836930122
1140,3.3097067034594935e-05,7.676791943809423e-07,20.10059184835111,0.025183412599905728
1143,3.151082464095684e-05,7.660058032475445e-07,20.153916200166748,0.02639347726113451
1146,3.339998512223272e-05,7.640979330268078e-07,20.090699938886083,0.024838597587153656
1149,3.381694950572671e-05,7.692136022473991e-07,20.077229549711987,0.024696581724823828
1152,3.33711389583486e-05,7.583649868553594e-07,20.091638048791435,0.02467354571498067
1155,3.26540187392091e-05,7.528049580325258e-07,20.11522402817333,0.025030536197858933
1158,3.290402160171156e-05,7.593529215559036e-07,20.10694316823608,0.025056419215310103
1161,3.3861481328434676e-05,7.620350062009768e-07,20.07580073942311,0.024433927963769125
1164,3.3967538591476236e-05,7.74034176594372e-07,20.072405428559435,0.024741178316039218
1167,3.31729264786898e-05,7.711948437403368e-07,20.098106156817583,0.025240889232656643
1170,3.336129031883692e-05,7.628916897568378e-07,20.091958523399622,0.02482815022926195
1173,3.334758394193604e-05,7.557604754194695e-07,20.092404686223134,0.02460617571926249
1176,3.343492696146202e-05,7.491588434539359e-07,20.089564675228637,0.024327520750686834
1179,3.298438551107443e-05,7.513337647181258e-07,20.10429462798316,0.02473140722715022
1182,3.1291209646524833e-05,7.336221136913863e-07,20.16150974152953,0.02545507503364873
1185,3.1642080512253514e-05,7.36770365793085e-07,20.149403044155747,0.02528083639837348
1188,3.2180903767422994e-05,7.371669742958108e-07,20.131070030667342,0.02487092589845744
1191,3.2447570177871154e-05,7.418088758744525e-07,20.122110171278923,0.024821851039468625
1194,3.296376447349046e-05,7.415838923796721e-07,20.104973616182814,0.02442574425835318
1197,3.097095396037776e-05,7.45109922905559e-07,20.172679165772138,0.0261210171587894
1200,3.086622688121725e-05,7.224268707559317e-07,20.176356761957102,0.025411755440284785
1203,3.038535745660561e-05,7.184249352933449e-07,20.193404747781546,0.025670916123431316
1206,3.287203084115438e-05,7.384846806471961e-07,20.107999282989194,0.024391543020642552
1209,3.289914155924575e-05,7.442665638143269e-07,20.107104207266456,0.02456225652176766
1212,3.333984748907911e-05,7.617017757356253e-07,20.092656600169153,0.024805368273373846
1215,3.326594238313962e-05,7.518823215117618e-07,20.095066044823135,0.02453998894066099
1218,3.1578648928633764e-05,7.365097827004172e-07,20.15158175960494,0.02532265829496279
1221,3.264210162685391e-05,7.424872172749034e-07,20.11562034086117,0.02469648745601236
1224,3.202231191874697e-05,7.36089762576456e-07,20.13643391346545,0.02495757667993968
1227,3.218451502836304e-05,7.392689426730018e-07,20.13094819888795,0.024939044612168088
1520,3.283937004882747e-05,7.580733552586809e-07,20.10907857842789,0.025063443252505656
1523,3.2777904259011245e-05,7.383857453452209e-07,20.111112666359187,0.02445830979502672
1526,3.3071694892846954e-05,7.431829105873938e-07,20.10142449062628,0.02439852554870966
1529,3.187191794653604e-05,7.584188502416404e-07,20.14154512562061,0.025835997866826766
1532,3.221393875033426e-05,7.505596412622265e-07,20.129956050767262,0.02529680653658712
1535,3.24333287911676e-05,7.451788820200532e-07,20.122586810463766,0.024945564374221362
1538,3.248232951636402e-05,7.380452908935495e-07,20.12094770295422,0.024669489688868527
1541,3.042025148420578e-05,7.269893982442648e-07,20.19215862217195,0.025947146116097667
1544,3.128013698535679e-05,7.355928677898835e-07,20.161894006528954,0.02553249075907865
1547,3.2755551566841165e-05,7.59392768407374e-07,20.11185333012545,0.025171312429555996
1550,3.3779182293441e-05,7.477261660453932e-07,20.078442791739512,0.024033541210916408
1553,3.2070821690141665e-05,7.532289392872117e-07,20.134790404334936,0.025500061637244453
1556,3.307510204828529e-05,7.683019668704345e-07,20.101312640251386,0.02522058013306591
1559,3.399278629759069e-05,7.831078432259178e-07,20.07159871229016,0.025012616799838367
1562,3.336326990005295e-05,7.698853516484931e-07,20.091894100254983,0.025054270828423392
1565,3.349070485600316e-05,7.682886972285832e-07,20.087754902443358,0.02490717522590474
1568,3.321789653506181e-05,7.652384879665136e-07,20.09663530215473,0.025012033220786413
1571,3.2684356690177144e-05,7.557030886907212e-07,20.11421576881901,0.02510357512056061
1574,3.341935727349659e-05,7.644267466965111e-07,20.090070389242925,0.0248348820110937
1577,3.403508046745821e-05,7.786531249162682e-07,20.070248667975218,0.02483942676374648
1580,3.4597427697371904e-05,7.89684139431721e-07,20.05245609628045,0.024781861472591947
1583,3.5241452523872476e-05,8.039726857276423e-07,20.032431121931754,0.02476919054173005
1586,3.4164791135674015e-05,8.080641740196327e-07,20.066118697195947,0.02567978612885438
1589,3.575333233707455e-05,8.198273816603788e-07,20.016774307767562,0.024896036585594705
1592,3.572758435265063e-05,8.196596085651494e-07,20.01755648912148,0.024908880035462988
1595,3.652806231710989e-05,8.261945221943181e-07,19.993499034642284,0.024557264963355117
1598,3.651289706110964e-05,8.275265392521855e-07,19.99394989037777,0.02460707301753043
1601,3.685533391477003e-05,8.194238134495563e-07,19.98381474646785,0.024139737910408944
1604,3.420184035730307e-05,8.01941561717016e-07,20.064941933492946,0.0254576063323014
1607,3.3912206496425844e-05,7.830277138717941e-07,20.074175502153846,0.025069484593082978
1900,3.543088055256498e-05,8.116362378838939e-07,20.026610757652513,0.024871604510558237
1903,3.465097692515844e-05,8.093091102092263e-07,20.050776914001798,0.025358482783692144
1906,3.52371331957636e-05,8.161727760357076e-07,20.032564202096914,0.025148139247220418
1909,3.46214026259207e-05,8.037437953760402e-07,20.05170397582851,0.025205614787430053
1912,3.3733477367621856e-05,7.850745660127514e-07,20.079912841964983,0.025268188940786675
1915,3.623605900392409e-05,7.92928575993948e-07,20.002213226889424,0.023758413205219337
1918,3.399772160119847e-05,7.839493580140798e-07,20.071441089175302,0.02503586006959873
1921,3.540783407684633e-05,7.885276190337103e-07,20.027317218634863,0.024179196687900823
1924,3.369990832028758e-05,7.911384858434819e-07,20.0809938238166,0.025488725040260438
1927,3.451249841528132e-05,7.893325788892557e-07,20.055124623017942,0.024831785522537096
1930,3.403191828719095e-05,7.948031711432428e-07,20.070349547804426,0.025356977273055723
1933,3.433273498750785e-05,7.841799277967086e-07,20.060794619203506,0.024798855639182063
1936,3.622878116448368e-05,8.033135731764506e-07,20.002431313723843,0.024074412722068773
1939,3.6868784896577346e-05,8.125396603757008e-07,19.983418560841347,0.023928201852773043
1942,3.604384285244222e-05,8.144302747337535e-07,20.007987903429214,0.02453280132059037
1945,3.6363825360426154e-05,8.282445918157169e-07,19.998391713854478,0.024729387813749636
1948,3.5803819420298565e-05,8.238572048388762e-07,20.015242227133317,0.024983133345189437
1951,3.70002837496677e-05,8.439737490049926e-07,19.9795529857335,0.024765562917295203
1954,3.780028202815183e-05,8.434427374155524e-07,19.956328021974013,0.024226176830383386
1957,3.611252176386514e-05,8.629114936712072e-07,20.00592108081282,0.025943750378524352
1960,3.7328334629243286e-05,8.649733011348032e-07,19.96996908555002,0.025158712236133043
1963,3.647010386624887e-05,8.581926836169484e-07,19.995223121834734,0.025548895354909142
1966,3.6861045109345124e-05,8.291666589876673e-07,19.98364651110911,0.02442297169737633
1969,3.444275484374515e-05,8.155496461892361e-07,20.057320921136174,0.02570850623483561
1972,3.523008556753535e-05,7.954736051875384e-07,20.032781377268147,0.024515253913475126
1975,3.364732959261586e-05,7.950816677617673e-07,20.082689116499736,0.025655793873694842
1978,3.2626980502245486e-05,7.695835139283852e-07,20.116123413746593,0.02560962340966624
1981,3.474632811104224e-05,7.73088346458604e-07,20.04779333128849,0.024157085161466436
1984,3.454002389589516e-05,7.767222366192563e-07,20.05425903805628,0.0244156013290558
1987,3.376313440551034e-05,7.930548244431021e-07,20.078958728240227,0.025502618474766082
2280,3.368815567885325e-05,8.070533075493073e-07,20.081372533863416,0.02601053627064893
2283,3.377746279072685e-05,7.942209096107761e-07,20.07849806169405,0.025529282690145996
2286,3.5349723110907256e-05,8.026199060226098e-07,20.029100581325892,0.024651776985473235
2289,3.5079546646579986e-05,8.077184591915177e-07,20.037430692058123,0.0249994443551676
2292,3.461856341234571e-05,8.140053675493378e-07,20.051793017956907,0.025529513974591567
2295,3.6011613088251815e-05,8.186079036297563e-07,20.008959183777915,0.024680711644153856
2298,3.704344654540858e-05,8.265587021506745e-07,19.97828715498305,0.02422627460387083
2301,3.575992993123559e-05,8.445396408627575e-07,20.01657397438497,0.02564175226856887
2304,3.5857852565682575e-05,8.266425797678428e-07,20.01360492921123,0.025029825074008086
2307,3.638701088924187e-05,8.528979833193218e-07,19.99769967043033,0.025449252269544604
2310,3.855002899101891e-05,8.65537543677463e-07,19.93500384980151,0.02437729548704041
2313,3.751047839822655e-05,8.609646770003929e-07,19.964684114639027,0.024920517166248952
2316,3.628278474721253e-05,8.475214360326853e-07,20.000814091559107,0.025361468636444225
2319,3.557118309523209e-05,8.504779110502388e-07,20.022319847201807,0.025959065148386324
2322,3.771733849650827e-05,8.544271291938696e-07,19.9587130238012,0.024595650315549635
2325,3.6866403641921315e-05,8.539059851068723e-07,19.983488687857903,0.025148008807562384
2328,3.737994115306851e-05,8.575565071655859e-07,19.968469088939358,0.02490855038114924
2331,3.660805579275057e-05,8.459718227048982e-07,19.99112396061522,0.025090167074587517
2334,3.738976650416238e-05,8.525901746954318e-07,19.968183739703612,0.024757790888713823
2337,3.614525901084701e-05,8.660186599260453e-07,20.00493726934384,0.026013586257485552
2340,3.7209442955591486e-05,8.725376459795851e-07,19.973432701133504,0.025459819793193353
2343,3.814904286841447e-05,8.7126187359011e-07,19.946356506540603,0.024796442816272905
2346,3.867017618859635e-05,8.546782836888478e-07,19.931625245269927,0.023996662220928052
2349,3.648665634410404e-05,8.3364342673825e-07,19.99473045673441,0.024806790782148747
2352,3.640177315817147e-05,8.391368004174473e-07,19.997259274831727,0.025028484216945337
2355,3.677590541221575e-05,8.588532085105831e-07,19.986157187941117,0.025355950114633506
2358,3.756109248226254e-05,8.77810522233426e-07,19.96322008368322,0.025373880308634255
2361,3.6708892250954105e-05,8.490526753585571e-07,19.988137424339936,0.02511236849865923
2364,3.646547717598961e-05,8.546047224376447e-07,19.99536086983256,0.025445307720222972
2367,3.697941027542354e-05,8.486308496598478e-07,19.980165669730265,0.0249162772225901
2660,2.972181365420088e-05,6.838308122932231e-07,20.21737735485201,0.024980301655682227
2663,3.144115196604961e-05,6.921535984969841e-07,20.156319498064384,0.023901675802250152
2666,3.0146218654639244e-05,6.95216904082263e-07,20.201983510230658,0.025038701257008633
2669,3.129734315494888e-05,7.025150761129044e-07,20.16129694312211,0.024370952152326205
2672,3.079799708388759e-05,7.156059526504377e-07,20.178759438474287,0.02522759155463032
2675,3.14138850735865e-05,7.075204300154455e-07,20.157261495892715,0.02445353526551585
2678,3.195880328696887e-05,6.966607293727223e-07,20.13858935083977,0.0236676501783027
2681,3.08154977363845e-05,7.183837534049532e-07,20.178142655005367,0.025311135865926995
2684,2.9971511959242156e-05,7.08227897315191e-07,20.208293991895687,0.02565598526962898
2687,3.1686612383929205e-05,7.117310597372019e-07,20.147876094171405,0.024387339682908953
2690,3.092631036046429e-05,7.105417473983242e-07,20.174245347466066,0.024945132191672284
2693,3.064671866370481e-05,7.092027976460063e-07,20.18410566841974,0.02512527237808167
2696,3.18264827988548e-05,7.247686841118813e-07,20.143094005736746,0.024724931290349576
2699,3.1905978598279255e-05,7.291136198902146e-07,20.140385448419742,0.02481118239513132
2702,3.3137519420066045e-05,7.413215161688541e-07,20.09926563413927,0.024289072433808317
2705,3.160387410975473e-05,7.200935456128176e-07,20.150714814362725,0.024738474484783765
2708,2.989247596043691e-05,6.966275144846009e-07,20.211160900640778,0.025302477944872937
2711,2.9521705892701494e-05,6.966353292747272e-07,20.22471199902688,0.025620545142486625
2714,2.9678440740954027e-05,7.105751281479743e-07,20.218962922155267,0.025995204719980278
2717,2.9628048687031252e-05,6.986609261994986e-07,20.220807998168727,0.025602815441459686
2720,3.127352337041249e-05,7.016653250646175e-07,20.162123589935433,0.024360013357714247
2723,2.8745374830626956e-05,6.836039361936191e-07,20.253645682077064,0.025820277092013493
2726,2.8892119976674192e-05,6.63778739086567e-07,20.248117098202002,0.02494412350346142
2729,2.8941828171597506e-05,6.476332129496281e-07,20.24625072034196,0.024295591229903647
2732,2.8758584705550817e-05,6.527966190534832e-07,20.25314684895903,0.024645333937913346
2735,2.988127973856565e-05,6.64219448875421e-07,20.211567639131346,0.024134411573336224
2738,2.9714343998364686e-05,6.722351048943801e-07,20.217650255259485,0.024562884226331072
2741,3.0358049318450257e-05,6.742833459021386e-07,20.194380966859512,0.024115312325633097
2744,2.9394684671546302e-05,6.851573481672414e-07,20.22939360803037,0.025307301206783525
2747,2.8721506949117496e-05,6.734150707947278e-07,20.254547565867284,0.025456572473265035
3040,3.166522126689706e-05,6.973553588112605e-07,20.148609304554313,0.023910900677488793
3043,3.061015953565379e-05,6.986503499575036e-07,20.185401639576583,0.024780987453928906
3046,3.066501518836527e-05,7.039730380268589e-07,20.18345766195877,0.02492511449494827
3049,2.9938634914283082e-05,6.977276976303772e-07,20.209485636498933,0.02530336551912804
3052,3.0806129292854935e-05,6.837124516663629e-07,20.178472787749048,0.02409687226075126
3055,3.101760766433803e-05,7.057270532722636e-07,20.171044876357698,0.02470317571577029
3058,3.095241432152787e-05,7.040269320877074e-07,20.173329296999892,0.024695570476412684
3061,3.033428891217387e-05,7.082491258362497e-07,20.195231075304964,0.025349917386726872
3064,3.1247301049440335e-05,7.174466446239878e-07,20.163034343278365,0.02492880251699225
3067,3.108511044971652e-05,7.221333657483714e-07,20.16868458524335,0.02522256889275428
3070,3.1287670721502495e-05,7.214223271096703e-07,20.16163254139441,0.0250346005759235
3073,3.071112720795146e-05,7.013750032529707e-07,20.181826230050394,0.024795841226789548
3076,3.0144399989089117e-05,7.016524291916317e-07,20.20204901266129,0.02527200560653336
3079,3.0154384618725252e-05,7.073063802313977e-07,20.20168944740449,0.02546721329530194
3082,3.1944061358692715e-05,7.219429800802827e-07,20.13909029381408,0.024537882720753013
3085,3.031777475519814e-05,7.140382880607782e-07,20.195822317135118,0.025571046265464432
3088,3.244248169821989e-05,7.233640970983244e-07,20.122280451512523,0.024208462125291708
3091,3.263417425554008e-05,7.254630792268727e-07,20.115884051802702,0.024136095007772872
3094,3.022466494486282e-05,7.181855039984711e-07,20.199161884298324,0.025798797268590974
3097,3.237353292796736e-05,7.184254324862647e-07,20.124590380773228,0.02409438921000489
3100,3.086169709795854e-05,7.236229725556113e-07,20.176516111223222,0.025457565000542245
3103,3.2517431593351505e-05,7.263925539728979e-07,20.119775034042775,0.02425378192773226
3106,3.07535041325447e-05,7.17014751031766e-07,20.180329103408162,0.025313826716643773
3109,3.1754559168642156e-05,7.180711566433059e-07,20.145550402177953,0.024551934360659586
3112,3.038392561131051e-05,7.161717303441331e-07,20.193455911994725,0.025591610064021726
3115,3.1407998880583444e-05,7.122732093886952e-07,20.157464955339268,0.024622415902805478
3118,3.121567420778282e-05,7.168801966940868e-07,20.16413382372491,0.02493435761931547
3121,3.215680967967151e-05,7.140355065218769e-07,20.131883234096986,0.02410855456857406
3124,3.174489631948894e-05,7.179936199997149e-07,20.145880839822404,0.02455675583795987
3127,3.0067403373551156e-05,7.061591478347617e-07,20.204825812359427,0.025499460116325846
3420,3.196642657581946e-05,7.301464914477766e-07,20.138330395783637,0.02479934623476603
3423,3.2141442981265665e-05,7.510219299128277e-07,20.13240219629064,0.02536948015523011
3426,3.291814576105097e-05,7.541461787673897e-07,20.106477212403675,0.024873934756573294
3429,3.337638468123579e-05,7.417951199216675e-07,20.091467391635636,0.02413064883760898
3432,3.354529329658203e-05,7.449978198243053e-07,20.08598663879303,0.02411280468761139
3435,3.2754401705834414e-05,7.506593269456299e-07,20.111891444813775,0.024882701751779028
3438,3.156018693220183e-05,7.397230662130655e-07,20.1522167050624,0.02544801512765273
3441,3.2797576833037036e-05,7.531288539483335e-07,20.11046122694477,0.024931697476992684
3444,3.429056061897833e-05,7.53027061125792e-07,20.062129158566144,0.023842968113340954
3447,3.2366615067519955e-05,7.467524047529418e-07,20.124822415200345,0.025049765634716715
3450,3.09972653371119e-05,7.375322744765778e-07,20.171757170066662,0.025833423815555208
3453,3.1587669875117115e-05,7.503311458691275e-07,20.151271645973175,0.025790496540218272
3456,3.23858875373751e-05,7.658288543039865e-07,20.124176113727724,0.02567439638042013
3459,3.334989233508418e-05,7.486831724826387e-07,20.092329531774823,0.024374064482434087
3462,3.2719698961936476e-05,7.585724938158704e-07,20.113042374069718,0.025171674758611786
3465,3.248860989292362e-05,7.602832307800613e-07,20.12073779888654,0.02540789009591293
3468,3.209668687513224e-05,7.324567690383948e-07,20.133915108723937,0.02477685113292155
3471,3.281461597988688e-05,7.385890036235384e-07,20.109897306787378,0.02443767198622183
3474,3.3152701677125966e-05,7.652951937837805e-07,20.09876830810309,0.025063076527236168
3477,3.128614038891897e-05,7.331590222575204e-07,20.16168564787657,0.025443128631871675
3480,3.155217104246591e-05,7.223607825787431e-07,20.152492503401294,0.02485702975835103
3483,3.184175898103501e-05,7.191152094059205e-07,20.142572995452245,0.024520297974407086
3486,2.8829305897716233e-05,6.892670034176344e-07,20.250480156479984,0.025958382175789874
3489,2.907627261816497e-05,6.910401853775256e-07,20.241218791945137,0.025804110384438268
3492,3.074317112560669e-05,6.764799971860127e-07,20.18069396605464,0.023890795836860407
3495,2.973317238331009e-05,6.773603630679608e-07,20.2169625003745,0.024734483773544886
3498,2.9858333034666746e-05,6.81307357311791e-07,20.212401727846405,0.02477432559756934
3501,2.842951984489728e-05,6.755669146409987e-07,20.26564181024154,0.025800205630069
3504,2.835106857180059e-05,6.672669269655659e-07,20.268642041274223,0.025553740911367764
3507,2.8299702261683167e-05,6.550155016241156e-07,20.27061095633266,0.02513008929263595
